,N_I,N_V,Name,Nobs,OGLE period,Outliers1,Outliers3,mean,mean N,med_sig,median,p16,p84,sem,std,unexplained_variance,window
77,124.0,124.0,OGLE-BLG-RRLYR-00004,"(20.0, 30.0]",0.65170674,0.37777777777777777,0.2222222222222222,0.8350966333024528,23.233333333333334,4.7208999142155275e-05,0.6516930644341274,0.6516375385775643,0.6517535715953897,0.09485023275283844,0.6362747043510713,0.42948579958872435,0.4
78,124.0,124.0,OGLE-BLG-RRLYR-00004,"(30.0, 50.0]",0.65170674,0.28125,0.1875,0.5527927776792714,30.5,3.0948432467364616e-05,0.6516711893857651,0.13504878151948638,0.6517013285187084,0.036980955262335774,0.20919587392603176,0.0521722619593547,0.4
79,124.0,124.0,OGLE-BLG-RRLYR-00004,"(50.0, inf]",0.65170674,,,,,,,,,,,,0.4
80,123.0,123.0,OGLE-BLG-RRLYR-00005,"(10.0, 20.0]",0.56553785,0.4146341463414634,0.024390243902439025,0.3507361186097111,16.841463414634145,0.3350956369819898,0.2031493234844853,0.11215650990970785,0.5655213964332151,0.053706634774672,0.3438902548366562,0.02486888092377018,0.001
81,123.0,123.0,OGLE-BLG-RRLYR-00005,"(20.0, 30.0]",0.56553785,0.3137254901960784,0.0,0.4247393981711786,23.529411764705884,0.31217064248232723,0.565484129056654,0.10393237319972147,0.565527645885954,0.02948888416668333,0.21059275571395947,-0.034161716286000746,0.001
82,123.0,123.0,OGLE-BLG-RRLYR-00005,"(30.0, 50.0]",0.56553785,0.35714285714285715,0.0,0.4018227074214852,30.5,0.3366860823229282,0.565511090775653,0.10740328988689861,0.5655284892766004,0.04226960676536615,0.22366973503530435,-0.03832220047019601,0.001
83,123.0,123.0,OGLE-BLG-RRLYR-00005,"(50.0, inf]",0.56553785,,,,,,,,,,,,0.001
84,123.0,123.0,OGLE-BLG-RRLYR-00005,"(10.0, 20.0]",0.56553785,0.43243243243243246,0.0,0.44380603979879446,17.16216216216216,0.2961968953938168,0.5654788926044356,0.13929035011391316,0.5655258821990464,0.047335968802929784,0.28793345736982673,0.007736664199357493,0.004
85,123.0,123.0,OGLE-BLG-RRLYR-00005,"(20.0, 30.0]",0.56553785,0.2962962962962963,0.16666666666666666,0.49382481292096175,23.305555555555557,4.644501204124398e-05,0.5654901559487594,0.35875439712271884,0.5655113331499506,0.022051099753957658,0.16204182799322384,0.03090722225317931,0.004
86,123.0,123.0,OGLE-BLG-RRLYR-00005,"(30.0, 50.0]",0.56553785,0.25,0.25,0.4561353995137044,30.5,0.0736967247016108,0.5654937278813073,0.14046823132272063,0.5655199737383242,0.036551978920313775,0.1934148923008509,0.042601310152370134,0.004
87,123.0,123.0,OGLE-BLG-RRLYR-00005,"(50.0, inf]",0.56553785,,,,,,,,,,,,0.004
88,123.0,123.0,OGLE-BLG-RRLYR-00005,"(10.0, 20.0]",0.56553785,0.34210526315789475,0.0,0.2963464201045194,17.144736842105264,0.32614968711707176,0.1678043635215054,0.11780227655031446,0.5655030598560009,0.03290347592623278,0.20283064774602194,-0.04979292515893039,0.02
89,123.0,123.0,OGLE-BLG-RRLYR-00005,"(20.0, 30.0]",0.56553785,0.28,0.0,0.4428582690813758,23.37,0.2807008389283124,0.5654824243444031,0.12536348804805672,0.5655138317314182,0.02782185533924291,0.19673022575569818,-0.025827551429717127,0.02
90,123.0,123.0,OGLE-BLG-RRLYR-00005,"(30.0, 50.0]",0.56553785,0.36666666666666664,0.1,0.5214465950976124,30.5,3.4574986708032064e-05,0.5654967642905309,0.5654342468317929,0.5655050314182114,0.024534010574910215,0.13437831017948615,0.019396028782299433,0.02
91,123.0,123.0,OGLE-BLG-RRLYR-00005,"(50.0, inf]",0.56553785,,,,,,,,,,,,0.02
